"","YR","SP","DEPTH","LAT","LON","ASDIST","DTEOC"
"5594",1975,187,NA,NA,NA,NA,NA
"5595",1976,187,NA,NA,NA,NA,NA
"5596",1977,187,NA,NA,NA,NA,NA
"5597",1978,187,NA,NA,NA,NA,NA
"5598",1979,187,NA,NA,NA,NA,NA
"5599",1980,187,NA,NA,NA,NA,NA
"5600",1981,187,NA,NA,NA,NA,NA
"5601",1982,187,NA,NA,NA,NA,NA
"5602",1983,187,NA,NA,NA,NA,NA
"5603",1984,187,NA,NA,NA,NA,NA
"5604",1985,187,NA,NA,NA,NA,NA
"5605",1986,187,NA,NA,NA,NA,NA
"5606",1987,187,NA,NA,NA,NA,NA
"5607",1988,187,NA,NA,NA,NA,NA
"5608",1989,187,NA,NA,NA,NA,NA
"5609",1990,187,NA,NA,NA,NA,NA
"5610",1991,187,NA,NA,NA,NA,NA
"5611",1992,187,NA,NA,NA,NA,NA
"5612",1993,187,NA,NA,NA,NA,NA
"5613",1994,187,NA,NA,NA,NA,NA
"5614",1995,187,NA,NA,NA,NA,NA
"5615",1996,187,NA,NA,NA,NA,NA
"5616",1997,187,NA,NA,NA,NA,NA
"5617",1998,187,NA,NA,NA,NA,NA
"5618",1999,187,NA,NA,NA,NA,NA
"5619",2000,187,NA,NA,NA,NA,NA
"5620",2001,187,NA,NA,NA,NA,NA
"5621",2002,187,NA,NA,NA,NA,NA
"5622",2003,187,NA,NA,NA,NA,NA
"5623",2004,187,NA,NA,NA,NA,NA
"5624",2005,187,NA,NA,NA,NA,NA
"5625",2006,187,NA,NA,NA,NA,NA
"5626",2007,187,NA,NA,NA,NA,NA
"5627",2008,187,NA,NA,NA,NA,NA
"5628",2009,187,NA,NA,NA,NA,NA
"5629",2010,187,NA,NA,NA,NA,NA
"5630",2011,187,NA,NA,NA,NA,NA
"5631",2012,187,NA,NA,NA,NA,NA
"5632",2013,187,NA,NA,NA,NA,NA
"5633",2014,187,NA,NA,NA,NA,NA
"5634",2015,187,NA,NA,NA,NA,NA
"5635",2016,187,NA,NA,NA,NA,NA
"5636",2017,187,NA,NA,NA,NA,NA
"5637",2018,187,NA,NA,NA,NA,NA
"5638",2019,187,NA,NA,NA,NA,NA
"5639",2020,187,NA,NA,NA,NA,NA
"5640",2021,187,NA,NA,NA,NA,NA
"5641",2022,187,NA,NA,NA,NA,NA
"5642",2023,187,NA,NA,NA,NA,NA
"5643",2024,187,NA,NA,NA,NA,NA
"5644",1968,188,NA,NA,NA,NA,NA
"5645",1969,188,NA,NA,NA,NA,NA
"5646",1970,188,NA,NA,NA,NA,NA
"5647",1971,188,NA,NA,NA,NA,NA
"5648",1972,188,NA,NA,NA,NA,NA
"5649",1973,188,NA,NA,NA,NA,NA
"5650",1974,188,NA,NA,NA,NA,NA
"5651",1975,188,NA,NA,NA,NA,NA
"5652",1976,188,NA,NA,NA,NA,NA
"5653",1977,188,NA,NA,NA,NA,NA
"5654",1978,188,NA,NA,NA,NA,NA
"5655",1979,188,NA,NA,NA,NA,NA
"5656",1980,188,NA,NA,NA,NA,NA
"5657",1981,188,NA,NA,NA,NA,NA
"5658",1982,188,NA,NA,NA,NA,NA
"5659",1983,188,NA,NA,NA,NA,NA
"5660",1984,188,NA,NA,NA,NA,NA
"5661",1985,188,NA,NA,NA,NA,NA
"5662",1986,188,NA,NA,NA,NA,NA
"5663",1987,188,NA,NA,NA,NA,NA
"5664",1988,188,NA,NA,NA,NA,NA
"5665",1989,188,NA,NA,NA,NA,NA
"5666",1990,188,NA,NA,NA,NA,NA
"5667",1991,188,NA,NA,NA,NA,NA
"5668",1992,188,NA,NA,NA,NA,NA
"5669",1993,188,NA,NA,NA,NA,NA
"5670",1994,188,NA,NA,NA,NA,NA
"5671",1995,188,NA,NA,NA,NA,NA
"5672",1996,188,NA,NA,NA,NA,NA
"5673",1997,188,NA,NA,NA,NA,NA
"5674",1998,188,NA,NA,NA,NA,NA
"5675",1999,188,NA,NA,NA,NA,NA
"5676",2000,188,NA,NA,NA,NA,NA
"5677",2001,188,NA,NA,NA,NA,NA
"5678",2002,188,NA,NA,NA,NA,NA
"5679",2003,188,NA,NA,NA,NA,NA
"5680",2004,188,NA,NA,NA,NA,NA
"5681",2005,188,NA,NA,NA,NA,NA
"5682",2006,188,NA,NA,NA,NA,NA
"5683",2007,188,NA,NA,NA,NA,NA
"5684",2008,188,NA,NA,NA,NA,NA
"5685",2009,188,NA,NA,NA,NA,NA
"5686",2010,188,NA,NA,NA,NA,NA
"5687",2011,188,NA,NA,NA,NA,NA
"5688",2012,188,NA,NA,NA,NA,NA
"5689",2013,188,NA,NA,NA,NA,NA
"5690",2014,188,NA,NA,NA,NA,NA
"5691",2015,188,NA,NA,NA,NA,NA
"5692",2016,188,NA,NA,NA,NA,NA
"5693",2017,188,NA,NA,NA,NA,NA
"5694",2018,188,NA,NA,NA,NA,NA
"5695",2019,188,NA,NA,NA,NA,NA
"5696",2020,188,NA,NA,NA,NA,NA
"5697",2021,188,NA,NA,NA,NA,NA
"5698",2022,188,NA,NA,NA,NA,NA
"5699",2023,188,NA,NA,NA,NA,NA
"5700",2024,188,NA,NA,NA,NA,NA
"5701",1968,190,NA,NA,NA,NA,NA
"5702",1969,190,NA,NA,NA,NA,NA
"5703",1970,190,NA,NA,NA,NA,NA
"5704",1971,190,NA,NA,NA,NA,NA
"5705",1972,190,NA,NA,NA,NA,NA
"5706",1973,190,NA,NA,NA,NA,NA
"5707",1974,190,NA,NA,NA,NA,NA
"5708",1975,190,NA,NA,NA,NA,NA
"5709",1976,190,NA,NA,NA,NA,NA
"5710",1977,190,NA,NA,NA,NA,NA
"5711",1978,190,NA,NA,NA,NA,NA
"5712",1979,190,NA,NA,NA,NA,NA
"5713",1980,190,NA,NA,NA,NA,NA
"5714",1981,190,NA,NA,NA,NA,NA
"5715",1982,190,NA,NA,NA,NA,NA
"5716",1983,190,NA,NA,NA,NA,NA
"5717",1984,190,NA,NA,NA,NA,NA
"5718",1985,190,NA,NA,NA,NA,NA
"5719",1986,190,NA,NA,NA,NA,NA
"5720",1987,190,NA,NA,NA,NA,NA
"5721",1988,190,NA,NA,NA,NA,NA
"5722",1989,190,NA,NA,NA,NA,NA
"5723",1990,190,NA,NA,NA,NA,NA
"5724",1991,190,NA,NA,NA,NA,NA
"5725",1992,190,NA,NA,NA,NA,NA
"5726",1993,190,NA,NA,NA,NA,NA
"5727",1994,190,NA,NA,NA,NA,NA
"5728",1995,190,NA,NA,NA,NA,NA
"5729",1996,190,NA,NA,NA,NA,NA
"5730",1997,190,NA,NA,NA,NA,NA
"5731",1998,190,NA,NA,NA,NA,NA
"5732",1999,190,NA,NA,NA,NA,NA
"5733",2000,190,NA,NA,NA,NA,NA
"5734",2001,190,NA,NA,NA,NA,NA
"5735",2002,190,NA,NA,NA,NA,NA
"5736",2003,190,NA,NA,NA,NA,NA
"5737",2004,190,NA,NA,NA,NA,NA
"5738",2005,190,NA,NA,NA,NA,NA
"5739",2006,190,NA,NA,NA,NA,NA
"5740",2007,190,NA,NA,NA,NA,NA
"5741",2008,190,NA,NA,NA,NA,NA
"5742",2009,190,NA,NA,NA,NA,NA
"5743",2010,190,NA,NA,NA,NA,NA
"5744",2011,190,NA,NA,NA,NA,NA
"5745",2012,190,NA,NA,NA,NA,NA
"5746",2013,190,NA,NA,NA,NA,NA
"5747",2014,190,NA,NA,NA,NA,NA
"5748",2015,190,NA,NA,NA,NA,NA
"5749",2016,190,NA,NA,NA,NA,NA
"5750",2017,190,NA,NA,NA,NA,NA
"5751",2018,190,NA,NA,NA,NA,NA
"5752",2019,190,NA,NA,NA,NA,NA
"5753",2020,190,NA,NA,NA,NA,NA
"5754",2021,190,NA,NA,NA,NA,NA
"5755",2022,190,NA,NA,NA,NA,NA
"5756",2023,190,NA,NA,NA,NA,NA
"5757",2024,190,NA,NA,NA,NA,NA
"5758",1968,191,NA,NA,NA,NA,NA
"5759",1969,191,NA,NA,NA,NA,NA
"5760",1970,191,NA,NA,NA,NA,NA
"5761",1971,191,NA,NA,NA,NA,NA
"5762",1972,191,NA,NA,NA,NA,NA
"5763",1973,191,NA,NA,NA,NA,NA
"5764",1974,191,NA,NA,NA,NA,NA
"5765",1975,191,NA,NA,NA,NA,NA
"5766",1976,191,NA,NA,NA,NA,NA
"5767",1977,191,NA,NA,NA,NA,NA
"5768",1978,191,NA,NA,NA,NA,NA
"5769",1979,191,NA,NA,NA,NA,NA
"5770",1980,191,NA,NA,NA,NA,NA
"5771",1981,191,NA,NA,NA,NA,NA
"5772",1982,191,NA,NA,NA,NA,NA
"5773",1983,191,NA,NA,NA,NA,NA
"5774",1984,191,NA,NA,NA,NA,NA
"5775",1985,191,NA,NA,NA,NA,NA
"5776",1986,191,NA,NA,NA,NA,NA
"5777",1987,191,NA,NA,NA,NA,NA
"5778",1988,191,NA,NA,NA,NA,NA
"5779",1989,191,NA,NA,NA,NA,NA
"5780",1990,191,NA,NA,NA,NA,NA
"5781",1991,191,NA,NA,NA,NA,NA
"5782",1992,191,NA,NA,NA,NA,NA
"5783",1993,191,NA,NA,NA,NA,NA
"5784",1994,191,NA,NA,NA,NA,NA
"5785",1995,191,NA,NA,NA,NA,NA
"5786",1996,191,NA,NA,NA,NA,NA
"5787",1997,191,NA,NA,NA,NA,NA
"5788",1998,191,NA,NA,NA,NA,NA
"5789",1999,191,NA,NA,NA,NA,NA
"5790",2000,191,NA,NA,NA,NA,NA
"5791",2001,191,NA,NA,NA,NA,NA
"5792",2002,191,NA,NA,NA,NA,NA
"5793",2003,191,NA,NA,NA,NA,NA
"5794",2004,191,NA,NA,NA,NA,NA
"5795",2005,191,NA,NA,NA,NA,NA
"5796",2006,191,NA,NA,NA,NA,NA
"5797",2007,191,NA,NA,NA,NA,NA
"5798",2008,191,NA,NA,NA,NA,NA
"5799",2009,191,NA,NA,NA,NA,NA
"5800",2010,191,NA,NA,NA,NA,NA
"5801",2011,191,NA,NA,NA,NA,NA
"5802",2012,191,NA,NA,NA,NA,NA
"5803",2013,191,NA,NA,NA,NA,NA
"5804",2014,191,NA,NA,NA,NA,NA
"5805",2015,191,NA,NA,NA,NA,NA
"5806",2016,191,NA,NA,NA,NA,NA
"5807",2017,191,NA,NA,NA,NA,NA
"5808",2018,191,NA,NA,NA,NA,NA
"5809",2019,191,NA,NA,NA,NA,NA
"5810",2020,191,NA,NA,NA,NA,NA
"5811",2021,191,NA,NA,NA,NA,NA
"5812",2022,191,NA,NA,NA,NA,NA
"5813",2023,191,NA,NA,NA,NA,NA
"5814",2024,191,NA,NA,NA,NA,NA
"5815",1968,192,87.8571428571429,41.9071427142857,-69,1049.35133801282,79.4728523280929
"5816",1969,192,96.8571428571429,42.1952382142857,-68.7464285714286,1088.1387777554,77.8845278009819
"5817",1970,192,92.0666666666667,42.3622222,-68.4544444,1116.64736090747,78.3191520405218
"5818",1971,192,103.277777777778,42.7944445,-68.3703703333333,1158.70267500089,81.0991384396442
"5819",1972,192,100.333333333333,42.4566666,-68.1533332666667,1142.63236236916,91.5450020769193
"5820",1973,192,119.8,42.22,-68.0777776666667,1125.61859664313,104.488710196348
"5821",1974,192,101.695652173913,42.1797101304348,-68.3340579565217,1107.68012486282,93.5135515984111
"5822",1975,192,105.533333333333,42.4555555333333,-69.1377778,1086.3262542797,75.2305881905564
"5823",1976,192,94.0588235294118,42.0607842352941,-68.9323529411765,1065.39102666054,82.9998328924889
"5824",1977,192,121.260869565217,42.4847827391304,-68.9463768260869,1099.39105417864,82.6885790884081
"5825",1978,192,123.344827586207,42.6994253103448,-68.4551724137931,1145.59587919879,83.2441289086961
"5826",1979,192,111.793103448276,42.4580460689655,-68.5091954137931,1122.30484840239,94.2316643248241
"5827",1980,192,136.285714285714,42.4484126190476,-68.7333334285714,1108.5410347935,79.5625909402691
"5828",1981,192,126.333333333333,42.6203705,-68.6324074444444,1128.29875269177,86.4872510218065
"5829",1982,192,123.807692307692,42.5769230769231,-68.4910256153846,1133.20047128972,86.6850398797727
"5830",1983,192,130.357142857143,42.7238095,-68.5345239285714,1144.10148610896,88.8689115810237
"5831",1984,192,117.923076923077,42.2179486923077,-68.9230769230769,1078.24008938082,84.0081245464286
"5832",1985,192,125.263157894737,42.3315788947368,-68.3728071578947,1118.09849614868,103.859592936579
"5833",1986,192,104.941176470588,42.4284313529412,-68.845098,1101.67755186743,82.6377653928926
"5834",1987,192,116.846153846154,42.597436,-69.3692307692308,1087.07637959713,55.7998185205893
"5835",1988,192,118.2,42.5266665333333,-68.4866666666667,1128.31602938124,81.0083228802413
"5836",1989,192,113.8,42.4416666,-69.5100001,1065.03011819385,63.626400719992
"5837",1990,192,82.375,41.90625,-68.57083325,1070.22355688303,100.856804987893
"5838",1991,192,102.333333333333,41.9138888333333,-68.6972221666667,1065.73801179753,102.328257801058
"5839",1992,192,118.888888888889,42.5,-68.3425925555556,1134.02775279005,103.438758358011
"5840",1993,192,102.533333333333,42.2688888,-68.3133334,1116.07297941421,107.918310456063
"5841",1994,192,111.272727272727,42.3227273636364,-68.6500000909091,1102.35066171533,98.2037214603436
"5842",1995,192,114.857142857143,42.354762,-68.1690474285714,1130.18776460171,135.722560479046
"5843",1996,192,107.555555555556,41.975926,-68.661111,1074.03830223964,107.667349101512
"5844",1997,192,134.833333333333,42.7555555,-68.6444445,1136.93992194409,62.7062017074666
"5845",1998,192,93.25,42.65000025,-69.8708335,1062.9905655667,30.3681793986222
"5846",1999,192,83,42.271,-68.6601002,1095.22117758933,85.8884474255211
"5847",2000,192,99.6666666666667,43.0385556666667,-69.0257776666667,1141.18055537989,34.5402709912593
"5848",2001,192,85.3333333333333,42.0859533333333,-69.410494,1043.58463010843,77.3515496090126
"5849",2002,192,140.909090909091,42.9844395454545,-68.6566968181818,1156.70834344713,53.9867296524363
"5850",2003,192,95.8,42.597004,-70.1790616,1041.65816688064,27.3500439717881
"5851",2004,192,68.4,41.8385668,-67.2463334,1140.32056736922,166.549230088211
"5852",2005,192,130,41.934978,-65.877197,1227.61648379017,177.032625929775
"5853",2006,192,139.5,42.4195915,-67.329775,1183.76287135641,157.737434509543
"5854",2007,192,125.333333333333,42.4250173333333,-68.9120576666667,1098.15644418732,82.7017172051473
"5855",2008,192,159,42.93031,-68.35729,1173.815172647,130.836654418504
"5856",2009,192,100.333333333333,42.5543033333333,-69.0988538333333,1099.44655285047,72.07448862468
"5857",2010,192,97.375,42.56781425,-68.80284825,1115.58134492673,75.2449740675079
"5858",2011,192,104.333333333333,42.0335383333333,-68.7257683333333,1074.05514363984,94.6379596625639
"5859",2012,192,98,42.464019375,-69.4022905,1075.14141030667,69.3836706755293
"5860",2013,192,109.4,42.5017188,-68.7284174,1113.00801329758,106.509447293135
"5861",2014,192,117,42.366185125,-68.7385395,1100.88427787296,87.9327655804912
"5862",2015,192,135.75,42.44290525,-67.86610325,1156.47728215175,130.50437813231
"5863",2016,192,102,42.5577062,-68.9151779,1108.59384791027,83.0901882279569
"5864",2017,192,121,42.511119875,-69.282262375,1084.16196694185,69.6427964178661
"5865",2018,192,122.5,42.412735,-69.6034245,1061.62439642273,60.2409053338655
"5866",2019,192,101,42.135949,-68.353645,1105.21991958668,98.874544196804
"5867",2020,192,NA,NA,NA,NA,NA
"5868",2021,192,113.2,42.6996998,-68.2376332,1153.76912699079,91.7736384951451
"5869",2022,192,109.5,41.66825,-68.054833,1079.54244312527,153.39278425902
"5870",2023,192,156,41.5355,-68.883167,1021.25791569569,90.2390854057808
"5871",2024,192,131.5,42.8142695,-69.456315,1098.01853538504,69.1063458066359
"5872",1968,193,64.3859649122807,40.5011695263158,-70.6213450350877,837.569694674591,107.312353989374
"5873",1969,193,61.32,40.59866668,-70.478,853.095544826841,107.515402106697
"5874",1970,193,63.5223880597015,40.6850746268657,-70.5706468208955,855.790943690356,95.9063133846594
"5875",1971,193,66.8474576271186,40.6807909322034,-70.2511299152542,873.844054418077,111.63050667172
"5876",1972,193,66.5875,40.9102082625,-70.066666675,903.160246346553,111.154856864424
"5877",1973,193,61.1395348837209,40.6552971860465,-71.4090439379845,805.101726679493,76.3898717020031
"5878",1974,193,68.8041237113402,41.077319556701,-70.6596219587629,883.625096809459,79.5689699917422
"5879",1975,193,64,40.9866666571429,-70.7173809857143,871.216338455748,82.531774965395
"5880",1976,193,69.0714285714286,41.0837301190476,-70.4321428571429,897.255597650744,84.4335373800519
"5881",1977,193,73.4,41.2091666625,-70.577916675,899.101422436057,75.4548530394271
"5882",1978,193,64.9381443298969,40.9225085876289,-70.5008591443299,879.011586012256,93.9790425161607
"5883",1979,193,77.2941176470588,41.3009804352941,-69.9572549411765,943.505615995464,87.8546007112516
"5884",1980,193,65.4236111111111,40.7917824097222,-70.7172453680556,856.766667077368,88.457182317791
"5885",1981,193,70.1470588235294,40.9993464313726,-70.4998366372549,886.018738059054,91.8266337496101
"5886",1982,193,70.3131313131313,40.6442760707071,-70.8154881818182,837.623782137695,96.7760242071526
"5887",1983,193,63.2417582417582,41.0250915934066,-70.3681318571429,896.054431847405,89.5645586815941
"5888",1984,193,57.4657534246575,40.7394976438356,-71.0175799178082,834.53385540967,76.6394665645565
"5889",1985,193,68.0769230769231,40.949999989011,-70.3684981758242,889.940144011428,94.8964812600997
"5890",1986,193,69.7701149425287,41.1927203448276,-70.1300766436782,923.42641669658,88.6476863605944
"5891",1987,193,59.9032258064516,41.0793011129032,-70.4040322903226,898.43227079725,88.7449136363469
"5892",1988,193,70.61,41.21583332,-70.09866668,926.798550642637,96.7210095725409
"5893",1989,193,72.5154639175258,41.1628865979381,-69.9505154845361,930.965774465397,102.131306862202
"5894",1990,193,55.1685393258427,40.7842695842697,-70.6455056292135,859.324618966143,88.9920135892177
"5895",1991,193,68.6938775510204,41.0294218061224,-69.8147959489796,927.443664342734,113.702359782083
"5896",1992,193,72.5952380952381,41.1716269880952,-69.8103174285714,939.62463549575,112.118641087921
"5897",1993,193,68.0694444444444,41.0166666666667,-70.4317129583333,890.681202058363,96.8022889207833
"5898",1994,193,71.3493975903614,41.1259035662651,-70.2100401807229,912.197779091424,89.7074237727628
"5899",1995,193,74.9733333333333,41.23355556,-70.1588888933333,924.22449932869,92.6013125239766
"5900",1996,193,74.8965517241379,40.9594827758621,-70.3143678448276,893.446175786207,107.672342330819
"5901",1997,193,76.9253731343284,41.0855720597015,-70.3074627014925,904.252721040998,95.4562841426268
"5902",1998,193,88.95,41.252708325,-70.227499975,923.49821899013,88.5318928018872
"5903",1999,193,75.3720930232558,41.0556608488372,-70.2712344883721,903.41348044978,96.1008771658414
"5904",2000,193,80.4025974025974,41.0284546233766,-70.0689870649351,912.439779476072,108.560678340245
"5905",2001,193,71.1212121212121,41.0627289393939,-70.4341829848485,895.13997200328,90.7487011547072
"5906",2002,193,89.5714285714286,41.4635856857143,-69.7634927857143,966.42052682028,91.8646246466188
"5907",2003,193,73.6034482758621,41.1770349482759,-70.0416101551724,927.327252680404,103.600930949176
"5908",2004,193,81.5,41.1459258913043,-70.3580241304348,905.858979287314,94.2433804513344
"5909",2005,193,89.74,41.12790524,-70.11516258,918.716217503466,102.882187050036
"5910",2006,193,81.609756097561,41.3015747804878,-70.1845113658537,930.386904262646,88.3956595873908
"5911",2007,193,91.6538461538462,41.3519027692308,-69.5449449807692,969.011684972871,107.053856371722
"5912",2008,193,82.5471698113208,41.3202884716981,-69.6142370943396,962.80314840699,115.112205902526
"5913",2009,193,90.0260869565217,41.2714316347826,-69.3645400608696,974.036386063419,123.053677660806
"5914",2010,193,89.8571428571429,41.354403210084,-69.5492965966387,969.992691721912,111.44328899954
"5915",2011,193,90.5982142857143,41.1064719910714,-69.6036106160714,945.913751449973,121.543093628782
"5916",2012,193,88.3181818181818,41.4094460636364,-69.4116894272727,981.932966622583,114.610645003476
"5917",2013,193,98.2037037037037,41.4231526666667,-69.2067392407407,994.883244771629,124.754756177988
"5918",2014,193,103.388888888889,41.6211011444444,-69.0754717,1019.43332689927,114.263784301225
"5919",2015,193,98.6666666666667,41.4921634074074,-69.2787133580247,996.574026329671,118.368322083217
"5920",2016,193,97.7582417582418,41.7360375604396,-69.0365217582418,1031.97739531965,111.611408300495
"5921",2017,193,94.9594594594595,41.6386290135135,-69.0621890135135,1021.7771557769,118.044942149289
"5922",2018,193,95.2325581395349,41.6071471627907,-69.4875806976744,995.957411403838,104.036922988582
"5923",2019,193,102.253333333333,41.53869892,-69.3080651733333,999.256674929315,111.759415392233
"5924",2020,193,36.2222222222222,40.2496296666667,-73.4251296666667,655.22811548975,32.3873144741445
"5925",2021,193,90.5,41.4932261666667,-69.1141031547619,1005.96787347204,116.783508123673
"5926",2022,193,101.968253968254,41.828246,-68.4856666666667,1070.1251275787,135.626883675102
"5927",2023,193,94.3142857142857,41.5413476,-67.6195619714286,1095.17365945615,175.567631260834
"5928",2024,193,100.161764705882,41.8735433235294,-68.4779161029412,1075.43566004874,127.343492215016
"5929",1968,194,NA,NA,NA,NA,NA
"5930",1969,194,NA,NA,NA,NA,NA
"5931",1970,194,NA,NA,NA,NA,NA
"5932",1971,194,NA,NA,NA,NA,NA
"5933",1972,194,NA,NA,NA,NA,NA
"5934",1973,194,NA,NA,NA,NA,NA
"5935",1974,194,NA,NA,NA,NA,NA
"5936",1975,194,NA,NA,NA,NA,NA
"5937",1976,194,NA,NA,NA,NA,NA
"5938",1977,194,NA,NA,NA,NA,NA
"5939",1978,194,NA,NA,NA,NA,NA
"5940",1979,194,NA,NA,NA,NA,NA
"5941",1980,194,NA,NA,NA,NA,NA
"5942",1981,194,NA,NA,NA,NA,NA
"5943",1982,194,NA,NA,NA,NA,NA
"5944",1983,194,NA,NA,NA,NA,NA
"5945",1984,194,NA,NA,NA,NA,NA
"5946",1985,194,NA,NA,NA,NA,NA
"5947",1986,194,NA,NA,NA,NA,NA
"5948",1987,194,NA,NA,NA,NA,NA
"5949",1988,194,NA,NA,NA,NA,NA
"5950",1989,194,NA,NA,NA,NA,NA
"5951",1990,194,NA,NA,NA,NA,NA
"5952",1991,194,NA,NA,NA,NA,NA
"5953",1992,194,NA,NA,NA,NA,NA
"5954",1993,194,NA,NA,NA,NA,NA
"5955",1994,194,NA,NA,NA,NA,NA
"5956",1995,194,NA,NA,NA,NA,NA
"5957",1996,194,NA,NA,NA,NA,NA
"5958",1997,194,NA,NA,NA,NA,NA
"5959",1998,194,NA,NA,NA,NA,NA
"5960",1999,194,NA,NA,NA,NA,NA
"5961",2000,194,NA,NA,NA,NA,NA
"5962",2001,194,NA,NA,NA,NA,NA
"5963",2002,194,NA,NA,NA,NA,NA
"5964",2003,194,NA,NA,NA,NA,NA
"5965",2004,194,NA,NA,NA,NA,NA
"5966",2005,194,NA,NA,NA,NA,NA
"5967",2006,194,NA,NA,NA,NA,NA
"5968",2007,194,NA,NA,NA,NA,NA
"5969",2008,194,NA,NA,NA,NA,NA
"5970",2009,194,NA,NA,NA,NA,NA
"5971",2010,194,NA,NA,NA,NA,NA
"5972",2011,194,NA,NA,NA,NA,NA
"5973",2012,194,NA,NA,NA,NA,NA
"5974",2013,194,NA,NA,NA,NA,NA
"5975",2014,194,NA,NA,NA,NA,NA
"5976",2015,194,NA,NA,NA,NA,NA
"5977",2016,194,NA,NA,NA,NA,NA
"5978",2017,194,NA,NA,NA,NA,NA
"5979",2018,194,NA,NA,NA,NA,NA
"5980",2019,194,NA,NA,NA,NA,NA
"5981",2020,194,NA,NA,NA,NA,NA
"5982",2021,194,NA,NA,NA,NA,NA
"5983",2022,194,NA,NA,NA,NA,NA
"5984",2023,194,NA,NA,NA,NA,NA
"5985",2024,194,NA,NA,NA,NA,NA
"5986",1968,196,NA,NA,NA,NA,NA
"5987",1969,196,NA,NA,NA,NA,NA
"5988",1970,196,NA,NA,NA,NA,NA
"5989",1971,196,NA,NA,NA,NA,NA
"5990",1972,196,NA,NA,NA,NA,NA
"5991",1973,196,NA,NA,NA,NA,NA
"5992",1974,196,NA,NA,NA,NA,NA
"5993",1975,196,NA,NA,NA,NA,NA
"5994",1976,196,NA,NA,NA,NA,NA
"5995",1977,196,NA,NA,NA,NA,NA
"5996",1978,196,NA,NA,NA,NA,NA
"5997",1979,196,NA,NA,NA,NA,NA
"5998",1980,196,NA,NA,NA,NA,NA
"5999",1981,196,NA,NA,NA,NA,NA
"6000",1982,196,NA,NA,NA,NA,NA
"6001",1983,196,NA,NA,NA,NA,NA
"6002",1984,196,NA,NA,NA,NA,NA
"6003",1985,196,NA,NA,NA,NA,NA
"6004",1986,196,NA,NA,NA,NA,NA
"6005",1987,196,NA,NA,NA,NA,NA
"6006",1988,196,NA,NA,NA,NA,NA
"6007",1989,196,NA,NA,NA,NA,NA
"6008",1990,196,NA,NA,NA,NA,NA
"6009",1991,196,NA,NA,NA,NA,NA
"6010",1992,196,NA,NA,NA,NA,NA
"6011",1993,196,NA,NA,NA,NA,NA
"6012",1994,196,NA,NA,NA,NA,NA
"6013",1995,196,NA,NA,NA,NA,NA
"6014",1996,196,NA,NA,NA,NA,NA
"6015",1997,196,NA,NA,NA,NA,NA
"6016",1998,196,NA,NA,NA,NA,NA
"6017",1999,196,NA,NA,NA,NA,NA
"6018",2000,196,NA,NA,NA,NA,NA
"6019",2001,196,NA,NA,NA,NA,NA
"6020",2002,196,NA,NA,NA,NA,NA
"6021",2003,196,NA,NA,NA,NA,NA
"6022",2004,196,NA,NA,NA,NA,NA
"6023",2005,196,NA,NA,NA,NA,NA
"6024",2006,196,NA,NA,NA,NA,NA
"6025",2007,196,NA,NA,NA,NA,NA
"6026",2008,196,NA,NA,NA,NA,NA
"6027",2009,196,NA,NA,NA,NA,NA
"6028",2010,196,NA,NA,NA,NA,NA
"6029",2011,196,NA,NA,NA,NA,NA
"6030",2012,196,NA,NA,NA,NA,NA
"6031",2013,196,NA,NA,NA,NA,NA
"6032",2014,196,NA,NA,NA,NA,NA
"6033",2015,196,NA,NA,NA,NA,NA
"6034",2016,196,NA,NA,NA,NA,NA
"6035",2017,196,NA,NA,NA,NA,NA
"6036",2018,196,NA,NA,NA,NA,NA
"6037",2019,196,NA,NA,NA,NA,NA
"6038",2020,196,NA,NA,NA,NA,NA
"6039",2021,196,NA,NA,NA,NA,NA
"6040",2022,196,NA,NA,NA,NA,NA
"6041",2023,196,NA,NA,NA,NA,NA
"6042",2024,196,NA,NA,NA,NA,NA
"6043",1968,197,141.333333333333,40.0940475238095,-70.9472221666667,784.823465480405,112.209378058946
"6044",1969,197,165.166666666667,40.2904762380952,-70.6023809523809,819.155175912592,115.954585503146
"6045",1970,197,165.622641509434,41.0075471509434,-70.2930817924528,899.771994480843,105.106981167159
"6046",1971,197,147.717948717949,40.7670940512821,-70.7277777948718,853.765196754051,89.0765692654844
"6047",1972,197,151.283950617284,41.0635802345679,-70.1275720246914,913.194067806146,108.338454603942
"6048",1973,197,88.9414634146341,40.0889430878049,-71.9943089317073,723.681867457112,75.5915823107356
"6049",1974,197,127.382113821138,40.5943088943089,-70.904065,829.395426936444,96.0438395890696
"6050",1975,197,122.65,40.96333334,-70.48599999,884.045224476745,98.3606240452016
"6051",1976,197,120.162162162162,40.47477475,-71.1987612635135,802.031334747504,86.2934435896476
"6052",1977,197,131.341666666667,40.0461111333333,-71.3270833666667,758.703572814084,100.578811278387
